book_index,paragraph_index,similarity_score,recommended_book,recommended_text
275,108,0.251,Foundations of Trusted Autonomy,"3.3.2 Guaranteeing the Execution of Specified Behaviors Once a Goal Reasoning agent is provided with or self-selects a goal to pursue, it must use some combination of planning and control algorithms to undertake the actions necessary to achieve it. Careful design of these components can provide valuable capabilities for a Goal Reasoning agent. Here we describe the Situated Decision Process (SDP), which manages and executes goals for a team of autonomous vehicles. A more thorough description of the SDP and its components can be found in [33], and we describe an application of the SDP in Sect. 3.3.3. The SDP (Fig. 3.4) takes as input goal updates (e.g., commands) from an operator and passes them to the Mission Manager, which performs Goal Reasoning operations using the Goal Lifecycle described in Sect. 3.3.1. Once the Mission Manager selects"
324,875,0.248,"Solving the Powertrain Puzzle : 10th Schaeffler Symposium April 3/4, 2014","energy storage device is reduced in size by a factor of three, with a useful capacity of approx. 300 Wh. If the new voltage level is used, equipping vehicles with a mildly hybridized drive is all that is necessary to make substantial consumption savings possible. Simulations show, for instance, that a 12 kW electric motor with an asynchronous design can lower the consumption in the standard European driving cycle by around 10 %. When a hybrid module with an integrated transmission is used, this system is more efficient due to the fact that the gear ratio can also be used to operate the electric motor with ideal efficiency."
162,285,0.247,The Cost of Insanity in Nineteenth-Century Ireland,"Duke elaborated the following year: For farming or other rural employment our resources are but limited, and the general sphere of life, and antecedents of the greater number of our patients, would render mere manual labour an unsuitable and inadequate occupation. We must therefore seek other resources.38"
146,197,0.247,Psychiatry and Decolonisation in Uganda,"psychiatric outpatient clinics. This was a period of innovation in mental health care across many developing countries, in which the WHO then sought out their guiding role. Following initial discussions on the organisation of mental health care, many of the psychiatrists who participated in regional and international conferences continued to seek out advocacy roles. In 1975, a more politically inclined Association of Psychiatrists in Africa changed its name to the Association of African Psychiatrists, reflecting both the increased number of indigenous-born psychiatrists on the continent as well as a desire for Observer status in the Organisation of African Unity (OAU). The notion of African psychiatrists having a unique perspective on the problems of mental illness in Africa was also reflected in the title of the Associationâs new African Journal of Psychiatry, of which Muhangi was Assistant Editor-in-Chief.74 In the longer term, however, African psychiatrists have contributed disproportionately little to research and policy within the field of international mental health. The Association of African Psychiatrists, along with its journal, collapsed in 1981 just as structural adjustment policies were starting to cripple health systems and universities, resulting in little time, funding and training for experiments or research. Reductions in travel allowances, combined with ongoing difficulties of staffing, have made it more difficult for psychiatrists to participate in conferences beyond national borders, and barriers to research and publication have resulted in relatively little research being published in international journals. While some psychiatrists continued to consult for the WHO, most did not, focusing on keeping psychiatry going within their own countries, often in difficult economic and political circumstances. Since the mid-1990s, most professional activity among psychiatrists has been limited to a regional sphere of influence. The Uganda Psychiatric Association has met for regular conferences since its formation in 1996. Psychiatrists in East Africa have met at annual scientific conferences since 1999, and a new and expanded African Association of Psychiatrists and Allied Professionals was formed in the early 2000s, starting with a meeting in Nairobi. Such activity, particularly since the early 2000s, suggests an important body of knowledge and experience that should play a central role in determining international, now global mental health policy, but which has nevertheless seen relatively little circulation outside of the continent.75"
256,307,0.246,"Supercomputing Frontiers : 4Th Asian Conference, Scfa 2018, Singapore, March 26-29, 2018, Proceedings","of the simulation code. A plugin is a code compiled as a shared library. At runtime, the analytics master thread scans the plugin directory provided by the user and loads the required analytics. This way, simulation and analytics tasks are scheduled by the same instance of the TBB scheduler. A plugin should meet the following requirements. First, it has to be developed using a MPI+TBB programming model and it should take as input a MPI communicator. Indeed, simulation and analytics may perform MPI communications simultaneously and they need to use distinct communicators for the messages not to be mixed. The analytics master thread therefore creates its own communicator that the plugins should use for their internal MPI communications. To ease the interoperability between the simulation code and the plugins, a shared data structure also needs to be defined and used by both the simulation and the plugin. The simulation copies the data in this shared data structure and the plugin takes it as input."
358,35,0.245,The Golden and Ghoulish Age of the Gibbet in Britain,"of despair and almost invariably thought to be the result of succumbing to diabolical temptation. By the end of the eighteenth century, however, ordinary people throughout Europe were far more likely to want to see suicide as the result of mental illness and to try to circumvent traditional, religious or legal requirements that suicides be denied normal burial.34 However, attitudes towards taking oneâs own life show considerable variation even in the eighteenth century and were affected by the circumstances of the suicide. Throughout the eighteenth and nineteenth centuries, suicide was considered a crime under both secular and canon law. Those who committed suicide in order to escape the justice of the State were double criminals. Since the means of death had been taken from the State, other forms of punishment were placed upon the suicide, foremost among which were post-mortem punishment of the body and forfeiture of the Estate. As Houston notes, forfeiture was âa token of blame and of âapologyââ, but the punishment of the body was both more shameful and more punitive.35 MacDonald and Murphyâs history of suicide records that the normal punishment for suicides until 1823 was forfeiture and profane burial. The 1823 Act ended the custom of profane burial for suicides, but it is noteworthy that profane burial was never a universal and legally enshrined rule: the 1823 act only put a stop to a local customary practice which had already fallen out of use in many parts of the country, as a more sympathetic attitude to suicides gained ground. In fact, Houston contends that profane burial in the form of highway burial with a stake through the body was predominantly a southeast English custom and that widely variable practices are described in provincial newspaper and legal accounts of the disposal of the suicideâs body. Houston notes, for example, that in 50 years of the Cumberland Pacquet only 3 of 18 suicides reported in the northern counties of England were linked to unusual burials: one staked at a crossroads, one on Lancaster Moor and one buried at Low Water mark. All three are from 1790â1791 and might 34 MacDonald and Murphy, Sleepless Souls. See also the essays in Jeffrey Watt (ed.) (2004) From Sin to Insanity (Ithaca: Cornell). 35 The history of suicide in Britain in the eighteenth and nineteenth centuries has been most comprehensively addressed by MacDonald and Murphy Sleepless Souls (1999) and Rab Houston Punishing the dead (2010). The literature on the legal, theological and social context of suicide in history is vast and complex; here we concentrate only on the fate of the body."
117,379,0.245,Care in Healthcare : Reflections On Theory and Practice,"Voices of Care in a German Hospital Ethics Committee: A Petit Ethical Problem A retrospective case consultation takes place in a committee meeting in a German hospital (Kohlen 2009, pp. 188â192): A nurse had written down a concern in order to consult the committee. The female minister took the paper to the committee meeting and read it aloud. The nurse had experienced a situation two years ago that was still bothering her: An elderly female patient had been in need of a blood bottle. When the blood bottle arrived from the lab, it was still very cold, and the physician on shift asked the nurse to put the bottle on the old ladyâs belly, so that the blood bottle would warm up easily for her. The nurse, who did know the patient, could not imagine doing it. The patient had been sleeping and was not in an alert condition at all. The female"
16,405,0.244,"Autonomous Control For a Reliable internet of Services : Methods, Models, Approaches, Techniques, Algorithms, and Tools","They regard the accountability of resource consumption, the monitoring of elastic applications/systems, and security aspects that arise from multi-tenancy and data distribution across several locations. We need to investigate methodologies for the accountability, because in the envisioned edge/fog computing environment, users can flexibly share their spare resources to host applications. The hybrid resource continuum from edge/fog to Cloud calls for studying dynamic pricing mechanisms, similar to the spot instance pricing from Amazon EC2 service2 . The ability of monitoring the elasticity of a system/application deployed in a large-scale, dispersed and multi-provider hybrid environment requires investigation. How to quantify and measure the elasticity of a complex distributed system? As regards elasticity, we can quantify its performance by considering the number of missing or superfluous adaptations over time, the durations in sub-optimal states, and the amount of over-/under-provisioned resources [35]. However, how to measure such quantities in a dispersed, large-scale environment with multiple providers turns out to be challenging. Similarly to Cloud computing, we need to identify (or develop) efficient business models that support and encourage the diffusion of trusted computing resources and the elasticity requirements for such business models. One of the most important challenge arises from the lack of central controlling authorities in the edge/fog computing environment, which makes it difficult to assert whether a device is hosting an application component. Security aspects are of key importance, because nowadays the value of data is very high and an infrastructure that does not guarantee stringent security properties will be hardly adopted. Similarly for the accountability issue, the decentralization of the emerging environment requires to deal with the lack of a central security authority. Sophisticated yet lightweight security mechanisms and policies should be introduced, so to create a disseminated trustworthy environment."
184,436,0.241,Å tÃºdie vybranÃ½ch tÃ©m programovÃ½ch a informaÄnÃ½ch 3,"ÄalÅ¡Ã­m problÃ©mom s ktorÃ½m sa musÃ­me vysporiadaÅ¥ pri vÃ½poÄte page rank je pravdepodobnosÅ¥ Å¾e pouÅ¾Ã­vateÄ¾ prestane sledovaÅ¥ sieÅ¥ prepojenÃ­ a odskoÄÃ­ na Ãºplne inÃº webovÃº strÃ¡nku. NaÅ¡a matica S sa nieÄÃ­m takÃ½mto nezaoberÃ¡ a preto, ju musÃ­me upraviÅ¥ nasledovnÃ½m spÃ´sobom. DefinÃ­cia 6-5: Pre Google maticu G = dS + (1 â d ) 1v , kde 0 â¤ d < 1 je vyÅ¡Å¡ie spomÃ­nanÃ½ damping faktor, 1 = (1,1,...,1) je stÄºpcovÃ½ vektor a v = ( v1 , v2 ,..., vn ) je tzv. perzonalizaÄnÃ½ riadkovÃ½ vektor pre ktorÃ½ platÃ­"
284,177,0.24,Environmental Governance in Latin America,"Leftwing governments, elite circulation and limitations to environmental governance shifts The ï¬rst such process of change is the shift in control of political resources related to the entering of power of centre-left governments, many of which represented groups that had previously been excluded from political power, including indigenous movements, labour movements, environmental movements and diverse social movements constituted by dispossessed groups. In spite of getting electoral support from these groups, many of the governments have later disqualiï¬ed or consciously attempted to co-opt some of them (Zibechi, 2010; Bowen, 2011), while new elites emerge. Thus we may observe a process of âcirculation of the elitesâ, controlling political resources with a possible impact on environmental governance. One example of that is found in Bolivia, where groups associated with the governing party MAS have started to gain political resources and"
131,271,0.24,The Ethics of Educational Healthcare Placements in Low and Middle income Countries : First Do No Harm?,This is an area that we are currently working on and was not fully established prior to deployment of EEP students. The research has suggested this is necessary to prepare students and promote optimal learning and guard against the concerns expressed about âessentialized concepts of âotherâ (Simpson cited in Chapter 5).
