algorithm,elapsed_time,iterations_done,total_iterations,iterations_per_second,book_index,similarity_score,,book_title,recommended_description
,,,,,11192.0,0.214,,Whispers In The Tall Grass,"On his second combat tour, Nick Brokhausen served in Recon Team Habu, CCN. This unit was part of MACV-SOG (Military Assistance Command Vietnam Studies and Observations Group), or Studies and Observations Group as it was innocuously called. The small recon companies that were the center of its activities conducted some of the most dangerous missions of the war, infiltrating areas controlled by the North Vietnamese in Laos, Vietnam, and Cambodia. The companies never exceeded more than 30 Americans, yet they were the best source for the enemy's disposition and were key to the US military being able to take the war to the enemy. This was accomplished by utilizing both new and innovative technology, and tactics dating back to the French and Indian Wars.This small unit racked up one of the most impressive records of awards for valor of any unit in the history of the United States Army. It came at a terrible price, however; the number of wounded and killed in action was incredibly high. Those missions today seem suicidal. In 1970 they seemed equally so, yet these men went out day after day with their indigenous allies - Montagnard tribesmen, Vietnamese, and Chinese Nungs - and faced the challenges with courage and resolve.Whispers in the Tall Grass is the second volume of Nick's riveting memoir of his time with MACV-SOG. Written in the same irreverent, immediate style that made We Fewi a cult classic, he continues his hair-raising adventures behind enemy lines, and movingly conveys the bonds that war creates between soldiers."
,,,,,11883.0,0.206,,Promise at Dawn,"'Promise at Dawn' begins as the story of a mother's sacrifice. Alone and poor, she fights fiercely to give her son the very best. Gary chronicles his childhood with her in Russia, Poland, and on the French Riviera. And he recounts his adventurous life as a young man fighting for France in the Second World War. But above all, he tells the story of the love for his mother that was his very life, their secret and private planet, their wonderland ""born out of a mother's murmur into a child's ear, a promise whispered at dawn of future triumphs and greatness, of justice and love."" A romantic, thrilling memoir that has become a French classic."
,,,,,1731.0,0.2,,Seasons of Love and War,"SEASONS OF LOVE AND WAR is a historical family saga and epic love story. Childhood sweethearts Beth Ann Rose and Kaylob Shawn OÃ¢ÂÂBrien just want to get married and pursue their dream careers, but the Vietnam War changes everything when Kaylob is drafted into the Army and declared dead. Beth Ann has a complete emotional melt down and starts to have visions of him in the jungles of Vietnam. Is he alive or has she completely lost her mind?"
,,,,,5533.0,0.196,,A Hard Place: A Sergeant's Tale,"The story of combat in South Vietnam,Republic of, with the men of a small unit known as a Mobile Reaction or ""Mike Force"".ÃÂ Operating out of the Chu Lai base camp on the coast of South Vietnam,between Danang to the north and Cam Rhon Bay to the south.ÃÂ Home to the 23rd Infantry Division (Americal) the 75th Rangers and other support units. Their missions took placeÃÂ in the northern provinces, which wereÃÂ dubbed by the military as theÃÂ 1st Combat Tactical Zone (1CTZ).From Rosemary's Point at Chu Lai, to Da Nang, to the Tuy Lon River and the White Mountains, across the Hai Van Pass to Phu Bai, Quang Tri CityÃÂ and on to the DMZÃÂ They were bothÃÂ recon andÃÂ striker unit, sometimes just looking for intell, sometimes attacking and sometimes being attacked. Often deployed to reinforce a small camp or firebase. Sometimes workng as convoy security.Mostly it was justÃÂ HOT! Life for them was either base camp boring, or ""boonie rat"" intense in full ""battle rattle"" sweat soaked, sneakin in the bush.ÃÂ Living on salt pills,nasty tasting water and even worse tasting rations.OftenÃÂ assigned missions to locate or capture specific targets. All of their missions were both classified and clandestine. Even their existence was denied. As much as possible their movements were hidden or camouflaged within larger unit operations and movements.Their operations were conducted withÃÂ out back-up,or support readily available. They were required to move and survive on their bush skills, to adapt, over come, improvise,ÃÂ and if that failed, E&E (escape and evade) back to a pick-up or rendezvous point for extraction.This story is about serving in Vietnam as professional soldiers in a ""No Such Unit Exists"" status. Part of the ""other"" Army, the one not circumscribed by line unit regimentation, order of battle movement, or rules of engagement,ÃÂ in - South Vietnam, Republic of ""A HARD PLACE."" ."
,,,,,8204.0,0.181,,Marie Antoinette: The Journey,"Marie Antoinette's dramatic life-story continues to arouse mixed emotions. To many people, she is still 'la reine mÃÂ©chante', whose extravagance and frivolity helped to bring down the French monarchy; her indifference to popular suffering epitomised by the (apocryphal) words: 'let them eat cake'. Others are equally passionate in her defence: to them, she is a victim of misogyny.Antonia Fraser examines her influence over the king, Louis XVI, the accusations and sexual slurs made against her, her patronage of the arts which enhanced French cultural life, her imprisonment, the death threats made against her, rumours of lesbian affairs, her trial (during which her young son was forced to testify to sexual abuse by his mother) and her eventual execution by guillotine in 1793."
,,,,,8536.0,0.18,,Quiet As They Come,"""Heartbreaking tales of ordinary people lost between the extraordinary circumstances of history. Bitter and beautiful all at once.""Ã¢ÂÂSandra Cisneros""We call it naturalization, but these bright, authentic, well-made stories both personalize and illuminate just how unnatural the first twenty years in America felt for thousands of Vietnamese families who fled to San Francisco to escape the Vietnam War. Angie Chau writes with humor, intensity and forgiveness about lives full of danger, insult, momentary reprieve, unending tenacity and undying hope.""Ã¢ÂÂPam Houston""Quiet As They Come is a beautifully rendered, intimate, and dramatic story of family and country. Each character is drawn with such honesty and generosity, such insight and imagination. Angie Chau has impressed and enthralled me and I was very sorry to come to the last page.""Ã¢ÂÂKaren Joy FowlerÃ¢ÂÂQuiet As They Come announces the arrival of an astonishing literary talent with a great deal to say about the intricacies of family life, coming of age, emigration, andÃ¢ÂÂabove andÃ¢ÂÂabove allÃ¢ÂÂthe treasures buried in the human heart.Ã¢ÂÂÃ¢ÂÂCarolina De Robertis, author of The Invisible MountainQuiet As They Come is a beautiful and at times brutal portrait of a people caught between two cultures. Set in San Francisco from the 1980s to the present day, this debut collection explores the lives of several families of Vietnamese immigrants as they struggle to adjust to life in their new country, often haunted by the memories and customs of their old lives in Vietnam. While some are able to survive and assimilate, others are crushed by the promise of the ""American Dream."" No matter their fate, you will never be able to forget the people you meet in thisÃÂ remarkable collection."
,,,,,8791.0,0.179,,Lone Stars,"Lone Stars follows the arc of four generations of a Texan family in a changing America. Julian Warner, a father at last, wrestles with a question his husband posed: what will you tell our son about the people you came from, now that they're gone? Finding the answers takes Julian back in time to Eisenhower's immigration border raids, an epistolary love affair during the Vietnam War, crumbling marriages, queer migrations to Cambridge and New York, up to the disorienting polarization of Obama's second term. And in these answers lies a hope: that by uncloseting ourselves--as immigrants, smart women, gay people--we find power in empathy."
,,,,,7004.0,0.178,,The Scarlet Pimpernel,"Armed with only his wits and his cunning, one man recklessly defies the French revolutionaries and rescues scores of innocent men, women, and children from the deadly guillotine. His friends and foes know him only as the Scarlet Pimpernel. But the ruthless French agent Chauvelin is sworn to discover his identity and to hunt him down."
,,,,,5294.0,0.176,,The Best and the Brightest,"The Best and the Brightest is David Halberstam's masterpiece, the defining history of the making of the Vietnam tragedy. Using portraits of America's flawed policy makers and accounts of the forces that drove them, The Best and the Brightest reckons magnificently with the most important abiding question of our country's recent history: Why did America become mired in Vietnam and why did it lose? As the definitive single-volume answer to that question, this enthralling book has never been superseded. It's an American classic."
,,,,,11475.0,0.161,,The Library of Babel,"Jorge Luis Borges's famous 1941 meditation on language, alphabets, and the library that contains all knowledge is an allegory of our Universe, and in this edition is complemented and enhanced by the etching of the French artist, ÃÂrik DesmaziÃÂ¨res."
,,,,,12030.0,0.16,,Welcome to Felicity's World ÃÂ· 1774: Growing Up in Colonial America,Examines life in the American colonies during the Revolutionary War
,,,,,10394.0,0.16,,The Hunchback of Notre-Dame,"This extraordinary historical French gothic novel, set in Medieval Paris under the twin towers of its greatest structure and supreme symbol, the cathedral of Notre-Dame, is the haunting drama of Quasimodo, the disabled bell-ringer of Notre-Dame, as he struggles to stand up to his ableist guardian Claude Frollo, who also wants to commit genocide against Paris' Romani population.The novel has been described as a key text in French literature[1] and has been adapted for film over a dozen times, in addition to numerous television and stage adaptations, such as a 1923 silent film with Lon Chaney, a 1939 sound film with Charles Laughton, and a 1996 Disney animated film with Tom Hulce (both as Quasimodo).The novel sought to preserve values of French culture in a time period of great change, which resulted in the destruction of many French Gothic structures. The novel made Notre-Dame de Paris a national icon and served as a catalyst for renewed interest in the restoration of Gothic form."
,,,,,11621.0,0.159,,The Adventure of English: The Biography of a Language,"English is the collective work of millions of people throughout the ages. It is democratic, everchanging and ingenious in its assimilation of other cultures. English runs through the heart of the world of finance, medicine and the Internet, and it is understood by around two thousand million people across the world. It seems set to go on. Yet it was nearly wiped out in its early years.Embracing elements of Latin, French, Spanish, Italian, Portuguese, Arabic, Hindi and Gullah, this 1500-year story covers a huge range of countries and people. The Adventure of English is not only an enthralling story of power, religion and trade, but also the story of people, and how their day-to-day lives shaped and continue to change the extraordinary language that is English."
