algorithm,elapsed_time,iterations_done,total_iterations,iterations_per_second,book_index,similarity_score,,book_title,recommended_description
,,,,,13241.0,0.185,,Walt Disney's Uncle Scrooge: Only a Poor Old Man,"Since Fantagraphics' first release in this series focused on Donald Duck, it is only right that the second focus on Carl Barks' other great protagonist, and his greatest creation: The miserly, excessively wealthy Scrooge McDuck, whose giant money bin, lucky dime, and constant wrangles with his nemeses the Beagle Boys are well known to and beloved by young and old.This volume starts off with ""Only a Poor Old Man,"" the defining Scrooge yarn (in fact his first big starring story) in which Scrooge's plan to hide his money in a lake goes terribly wrong. Two other long-form classics in this volume include ""Tralla La"" (also known as the bottlecap story) and ""Back to the Klondike,"" in which we meet Scrooge's old gold-digging gal, Glittering Goldie. Each of these three stories is famous enough to have its own lengthy Wikipedia page.Also in this volume are the full-length ""The Secret of Atlantis"" and over two dozen more shorter stories and one-page gags.Newly recolored in a version that combines the warm, friendly, slightly muted feeling of the beloved classic original comic books with state-of-the-art crispness and reproduction quality, the stories are joined by ""Story Notes"" featuring fascinating behind-the-panels essays about the creation of the stories and analyses of their content from Disney and Barks connoisseurs."
,,,,,1731.0,0.179,,Seasons of Love and War,"SEASONS OF LOVE AND WAR is a historical family saga and epic love story. Childhood sweethearts Beth Ann Rose and Kaylob Shawn OÃ¢ÂÂBrien just want to get married and pursue their dream careers, but the Vietnam War changes everything when Kaylob is drafted into the Army and declared dead. Beth Ann has a complete emotional melt down and starts to have visions of him in the jungles of Vietnam. Is he alive or has she completely lost her mind?"
,,,,,11192.0,0.177,,Whispers In The Tall Grass,"On his second combat tour, Nick Brokhausen served in Recon Team Habu, CCN. This unit was part of MACV-SOG (Military Assistance Command Vietnam Studies and Observations Group), or Studies and Observations Group as it was innocuously called. The small recon companies that were the center of its activities conducted some of the most dangerous missions of the war, infiltrating areas controlled by the North Vietnamese in Laos, Vietnam, and Cambodia. The companies never exceeded more than 30 Americans, yet they were the best source for the enemy's disposition and were key to the US military being able to take the war to the enemy. This was accomplished by utilizing both new and innovative technology, and tactics dating back to the French and Indian Wars.This small unit racked up one of the most impressive records of awards for valor of any unit in the history of the United States Army. It came at a terrible price, however; the number of wounded and killed in action was incredibly high. Those missions today seem suicidal. In 1970 they seemed equally so, yet these men went out day after day with their indigenous allies - Montagnard tribesmen, Vietnamese, and Chinese Nungs - and faced the challenges with courage and resolve.Whispers in the Tall Grass is the second volume of Nick's riveting memoir of his time with MACV-SOG. Written in the same irreverent, immediate style that made We Fewi a cult classic, he continues his hair-raising adventures behind enemy lines, and movingly conveys the bonds that war creates between soldiers."
,,,,,12070.0,0.176,,The Forgotten Soldier,"Forgotten Soldier ÃÂ recounts the horror of World War II on the eastern front, as seen through the eyes of a teenaged German soldier. At first an exciting adventure, young Guy SajerÃ¢ÂÂs war becomes, as the German invasion falters in the icy vastness of the Ukraine, a simple, desperate struggle for survival against cold, hunger, and above all the terrifying Soviet artillery. As a member of the elite Gross Deutschland Division, he fought in all the great battles from Kursk to Kharkov.Sajer's German footsoldierÃ¢ÂÂs perspective makes The Forgotten Soldier a unique war memoir, the book that the Christian Science Monitor said ""may well be the book about World War II which has been so long awaited."" Now it has been handsomely republished containing fifty rare German combat photos of life and death at the eastern front. The photos of troops battling through snow, mud, burned villages, and rubble-strewn cities depict the hardships and destructiveness of war. Many are originally from the private collections of German soldiers and have never been published before. This volume is a deluxe edition of a true classic."
,,,,,5972.0,0.173,,The Sorrow Of War: A Novel of North Vietnam,"Bao Ninh, a former North Vietnamese soldier, provides a strikingly honest look at how the Vietnam War forever changed his life, his country, and the people who live there. Originally published against government wishes in Vietnam because of its non-heroic, non-ideological tone, The Sorrow of War has won worldwide acclaim and become an international bestseller"
,,,,,452.0,0.173,,A Long Way Gone: Memoirs of a Boy Soldier,"The devastating story of war through the eyes of a child soldier. Beah tells how, at the age of twelve, he fled attacking rebels and wandered a land rendered unrecognizable by violence. By thirteen, heÃ¢ÂÂd been picked up by the government army, and became a soldier.My new friends have begun to suspect I havenÃ¢ÂÂt told them the full story of my life.Ã¢ÂÂWhy did you leave Sierra Leone?Ã¢ÂÂÃ¢ÂÂBecause there is a war.Ã¢ÂÂÃ¢ÂÂYou mean, you saw people running around with guns and shooting each other?Ã¢ÂÂÃ¢ÂÂYes, all the time.Ã¢ÂÂÃ¢ÂÂCool.Ã¢ÂÂI smile a little.Ã¢ÂÂYou should tell us about it sometime.Ã¢ÂÂÃ¢ÂÂYes, sometime.Ã¢ÂÂ This is how wars are fought now: by children, hopped-up on drugs and wielding AK-47s. Children have become soldiers of choice. In the more than fifty conflicts going on worldwide, it is estimated that there are some 300,000 child soldiers. Ishmael Beah used to be one of them. What is war like through the eyes of a child soldier? How does one become a killer? How does one stop? Child soldiers have been profiled by journalists, and novelists have struggled to imagine their lives. But until now, there has not been a first-person account from someone who came through this hell and survived.In A Long Way Gone, Beah, now twenty-five years old, tells a riveting story: how at the age of twelve, he fled attacking rebels and wandered a land rendered unrecognizable by violence. By thirteen, heÃ¢ÂÂd been picked up by the government army, and Beah, at heart a gentle boy, found that he was capable of truly terrible acts. This is a rare and mesmerizing account, told with real literary force and heartbreaking honesty."
,,,,,11805.0,0.172,,Batman: Hush,"The complete critically acclaimed and best-selling tale is now available in one sensational volume.BATMAN: HUSH is a thrilling mystery of action, intrigue, and deception penned by Jeph Loeb (BATMAN: THE LONG HALLOWEEN) and illustrated by comics superstar Jim Lee (ALL STAR BATMAN & ROBIN, THE BOY WONDER) in which Batman sets out to discover the identity of a mysterious mastermind using the Joker, Riddler, Ra's al Ghul and the Dark Knight's other enemies - and allies - as pawns in a plan to wreak havoc.This volume collects Batman #609-619 as well as the 6-page segment from Wizard #0 and a 2-page origin story that originally appeared at dccomics.com."
,,,,,6274.0,0.172,,The Crimson Pact Volume One,"The digital Special Edition of Volume 1 includes sixteen bonus behind-the-scene ""about the stories"" essays.The moment of the demonsÃ¢ÂÂ defeat became their greatest victory.In the carnage after the last great battle against the demons, a doomed general discovers their hidden victory. Instead of being annihilated, unspeakable evil escaped into many unsuspecting worlds. To fight them, the men and women of the Crimson Pact must sacrifice everythingÃ¢ÂÂincluding their own lives.In volume one, explore 26 stories (over 500 pages in print!) based on the worlds of The Crimson Pact about the valiant men and women who refuse to let the demons win, and those unfortunate souls caught in the epic struggle raging across the multiverse. New York Times Bestselling author and Campbell award nominee, Larry Correia and many urban fantasy, steampunk, sci-fi, horror, and fantasy writers tell the tales in this diverse collection of short stories, flash fiction, and novellas. Volume One has stories by Patrick M. Tracy, Richard Lee Byers, Jess Hartley, Donald J. Bingle, Chris Pierson, Barbara J. Webb, Kelly Swails, Sarah Hans, Patrick S. Tomlinson, Sarah Kanning, Isaac Bell, Elaine Blose, Kathy Watness, Daniel Myers, Justin Swapp, Rebecca L. Brown, Gloria Weber, Garrett Piglia, T.S. Rhodes, Lester Smith, ChantÃÂ© McCoy, Suzzane Myers, EA Younker, Craig Nybo, and Larry Correia."
,,,,,9105.0,0.168,,"Autobiography of Mark Twain: Volume 1, Reader's Edition","This ReaderÃ¢ÂÂs Edition, a portable paperback in larger type, republishes the text of the New York Times bestselling hardcover Autobiography in a form that is convenient for the general reader, without the editorial explanatory notes. It includes a brief introduction describing the evolution of Mark TwainÃ¢ÂÂs ideas about writing his autobiography, as well as a chronology of his life, brief family biographies, and an excerpt from the forthcoming Autobiography of Mark Twain, Volume 2Ã¢ÂÂa controversial but characteristically humorous attack on Christian doctrine.The year 2010 marked the 100th anniversary of Mark TwainÃ¢ÂÂs death. In celebration of this important milestone and in honor of the cherished tradition of publishing Mark TwainÃ¢ÂÂs works, UC Press published Autobiography of Mark Twain, Volume 1, the first of a projected three-volume edition of the complete, uncensored autobiography. The book became an immediate bestseller and was hailed as the capstone of the lifeÃ¢ÂÂs work of AmericaÃ¢ÂÂs favorite author.Read an excerpt here: Autobiography of Mark Twain, Volume 1:The Complete and Authoritative Edition by Mark Twain by University of California Press"
,,,,,10388.0,0.165,,The Complete Poems of Emily Dickinson,"THE ONLY ONE-VOLUME EDITION CONTAINING ALL 1,775 OF EMILY DICKINSONÃ¢ÂÂS POEMSOnly eleven of Emily DickinsonÃ¢ÂÂs poems were published prior to her death in 1886; the startling originality of her work doomed it to obscurity in her lifetime. Early posthumously published collections-some of them featuring liberally Ã¢ÂÂeditedÃ¢ÂÂ versions of the poems-did not fully and accurately represent DickinsonÃ¢ÂÂs bold experiments in prosody, her tragic vision, and the range of her intellectual and emotional explorations. Not until the 1955 publication of The Complete Poems of Emily Dickinson, a three-volume critical edition compiled by Thomas H. Johnson, were readers able for the first time to assess, understand, and appreciate the whole of DickinsonÃ¢ÂÂs extraordinary poetic genius.This book, a distillation of the three-volume Complete Poems, brings together the original texts of all 1,775 poems that Emily Dickinson wrote."
,,,,,11829.0,0.164,,The Book of Houdini,"The Book of Houdini contains three publications, all focusing on magic, and the great work of Harry Houdini. The first volume was authored in 1922, and is titled 'Houdini, The Adventurous Life of a Versatile Artist', and is a glance at just that. The second installment was written in 1908 by Houdini, who penned a work on 'The Unmasking of Robert Houdin', a study of Robert Houdin's alleged magical abilities. Book III, written in 1920, and the final volume in The Book of Houdini, is called 'Miracle Mongers & Thier Methods', where Harry again analyzes and exposes the tricks behind magic, while sharing the secrets behind some of his own."
,,,,,10846.0,0.162,,Hearts in Atlantis,"Five interconnected, sequential narratives, set in the years from 1960 to 1999. Each story is deeply rooted in the sixties, and each is haunted by the Vietnam War.Stephen King, whose first novel, Carrie, was published in 1974, the year before the last U.S. troops withdrew from Vietnam, is the first hugely popular writer of the TV generation. Images from that war -- and the protests against it -- had flooded America's living rooms for a decade. Hearts in Atlantis, King's newest fiction, is composed of five interconnected, sequential narratives, set in the years from 1960 to 1999. Each story is deeply rooted in the sixties, and each is haunted by the Vietnam War. In Part One, ""Low Men in Yellow Coats,"" eleven-year-old Bobby Garfield discovers a world of predatory malice in his own neighborhood. He also discovers that adults are sometimes not rescuers but at the heart of the terror. In the title story, a bunch of college kids get hooked on a card game, discover the possibility of protest...and confront their own collective heart of darkness, where laughter may be no more than the thinly disguised cry of the beast. In ""Blind Willie"" and ""Why We're in Vietnam,"" two men who grew up with Bobby in suburban Connecticut try to fill the emptiness of the post-Vietnam era in an America which sometimes seems as hollow -- and as haunted -- as their own lives. And in ""Heavenly Shades of Night Are Falling,"" this remarkable book's denouement, Bobby returns to his hometown where one final secret, the hope of redemption, and his heart's desire may await him. Full of danger, full of suspense, most of all full of heart, Stephen King's new book will take some readers to a place they have never been...and others to a place they have never been able to completely leave."
,,,,,7389.0,0.161,,Sexus,"Sexus is the first volume of the scandalous trilogy The Rosy Crucifixion, Henry Miller's major life workHenry Miller called the end of his life in America and the start of a new, bohemian existence in 1930s Paris his 'rosy crucifixion'. His searing fictionalized autobiography of this time of liberation was banned for nearly twenty years. Sexus, the first volume in The Rosy Crucifixion trilogy, looks back to his early sexual escapades in Brooklyn, and his growing infatuation with the playful, teasing dance hall hostess who will become the great obsession of his life."
,,,,,10711.0,0.161,,"Capital: A Critique of Political Economy, Volume 1","Capital, one of Marx's major and most influential works, was the product of thirty years close study of the capitalist mode of production in England, the most advanced industrial society of his day. This new translation of Volume One, the only volume to be completed and edited by Marx himself, avoids some of the mistakes that have marred earlier versions and seeks to do justice to the literary qualities of the work. The introduction is by Ernest Mandel, author of Late Capitalism, one of the only comprehensive attempts to develop the theoretical legacy of Capital."
,,,,,10979.0,0.161,,It Began With Ashes,"Peace in Wroge came at a price.The cost?War.Wroge was divided by the Saive War. The Arneuton kingdom enslaved the Keltir clans into their invasion, and swept across the territory, converting and conscripting the weak, culling the strong. Five Years of war, the blood of four races, millions of deaths. The Arneut conquered. The Keltir were released from their imprisonment, but the Vikir and Narz were forever banished from Wroge's borders.Draven fought for peace. He fought another man's war and paid for his freedom in blood. But even peace comes with its price. Taxes to another man's king. Draven's fight might have ended with the Saive War, but the struggle to afford safety for his family is far from over.When the Vikir threaten Wroge's northern border they come with a debt of their own. And it's not taxes they're after. They come because of the Keltir's betrayal in the Saive War. They come from blood.But Wroge's fate won't be decided by ageing warriors and old grudges. The lives of four young men, divided by peace, united by conflict, will shape the future of the war torn land.'It Began With Ashes' is the story of how life's greatest struggle is to accept who you are - a tale of broken promises, bitter grudges, and brotherhoods bound in blood."
,,,,,7033.0,0.159,,HuÃ¡ÂºÂ¿ 1968: A Turning Point of the American War in Vietnam,"In the early hours of January 31, 1968, the North Vietnamese launched over one hundred attacks across South Vietnam in what would become known as the Tet Offensive. The lynchpin of Tet was the capture of Hue, Vietnam?s intellectual and cultural capital, by 10,000 National Liberation Front troops who descended from hidden camps and surged across the city of 140,000. Within hours the entire city was in their hands save for two small military outposts. American commanders refused to believe the size and scope of the Front?s presence, ordering small companies of marines against thousands of entrenched enemy troops. After several futile and deadly days, Lieutenant Colonel Ernie Cheatham would finally come up with a strategy to retake the city, block by block and building by building, in some of the most intense urban combat since World War II.With unprecedented access to war archives in the U.S. and Vietnam and interviews with participants from both sides, Bowden narrates each stage of this crucial battle through multiple viewpoints. Played out over 24 days and ultimately costing 10,000 lives, the Battle of Hue was by far the bloodiest of the entire war. When it ended, the American debate was never again about winning, only about how to leave. Hue 1968 is a gripping and moving account of this pivotal moment."
,,,,,11681.0,0.159,,"Forgotten, Saved, Loved: The Prologue","After the war, many suffered a great loss. It was for a good cause.  But for Alex?  Hardly.   The war has caused Alex to move into the packhouse. No one ever truly knew what she has been through after the war. The pack knows her to be one of the strongest fighters.  And whatÃ¢ÂÂs more, she has to face again another dreaded war, to save someone she hasnÃ¢ÂÂt even metÃ¢ÂÂ¦ yet.  But where did such a brave soul earn her strength?"
,,,,,12188.0,0.157,,War Is a Force That Gives Us Meaning,"As a veteran war correspondent, Chris Hedges has survived ambushes in Central America, imprisonment in Sudan, and a beating by Saudi military police. He has seen children murdered for sport in Gaza and petty thugs elevated into war heroes in the Balkans. Hedges, who is also a former divinity student, has seen war at its worst and knows too well that to those who pass through it, war can be exhilarating and even addictive: ""It gives us purpose, meaning, a reason for living.""Drawing on his own experience and on the literature of combat from Homer to Michael Herr, Hedges shows how war seduces not just those on the front lines but entire societies, corrupting politics, destroying culture, and perverting the most basic human desires. Mixing hard-nosed realism with profound moral and philosophical insight, War Is a Force That Gives Us Meaning is a work of terrible power and redemptive clarity whose truths have never been more necessary.Listening Length: 6 hours and 27 minutes"
,,,,,6195.0,0.156,,A Golden Age,"Set against the backdrop of the Bangladesh War of Independence, A Golden Age is a story of passion and revolution, of hope, faith and unexpected heroism. The first volume in a planned trilogy.As young widow Rehana Haque awakes one March morning, she might be forgiven for feeling happy. Today she will throw a party for her son and daughter. In the garden of the house she has built, her roses are blooming, her children are almost grown, and beyond their doorstep, the city is buzzing with excitement after recent elections. Change is in the air. But none of the guests at Rehana's party can foresee what will happen in the days and months ahead. For this is 1971 in East Pakistan, a country on the brink of war. And this family's life is about to change forever. Set against the backdrop of the Bangladesh War of Independence, A Golden Age is a story of passion and revolution, of hope, faith and unexpected heroism. In the chaos of this era, everyoneÃ¢ÂÂfrom student protesters to the country's leaders, from rickshaw'wallahs to the army's soldiersÃ¢ÂÂmust make choices. And as she struggles to keep her family safe, Rehana will be forced to face a heartbreaking dilemma. This is the first volume of a planned trilogy."
,,,,,3324.0,0.152,,Strictly Temporary - Volume One,"Just a Small Towne girlÃ¢ÂÂ¦
Raised on fairytales and dreams of true love, Arden Winger left for college with a smile on her face and a happy, hopeful heart. Fast-forward seven years and that small town is behind her, but not the baggage sheÃ¢ÂÂs been carrying since she left.
Just a city boyÃ¢ÂÂ¦
ItÃ¢ÂÂs not that Exton Alexander had anything against relationshipsÃ¢ÂÂhe just never had the desire to try. Not necessarily jaded, Exton considered himself a realist. Little did he know, the one woman that would change everything was about to rock his world. This Alpha male knows the second he lays eyes on her that Arden is special-- now he just has to work past her defenses.Strictly Temporary is Volume One. Volume Two will arrive in February. Arden & Exton's story will be resolved in book two- but the temporary series will continue after that with different characters."
,,,,,12111.0,0.146,,All Rivers Run to the Sea,"In this first volume ofÃÂ his two-volume autobiography, Wiesel takes us from his childhood memories of a traditional and loving Jewish family in theÃÂ Romanian village of Sighet through the horrors of Auschwitz and Buchenwald and the years of spiritual struggle, to his emergence asÃÂ a witness for the Holocaust's martyrs and survivors andÃÂ for the State of Israel, and as a spokesman for humanity.ÃÂ  With 16 pages of black-and-white photographs.""From the abyss of the death campsÃÂ Wiesel has come as a messenger to mankind--not with a message of hate and revenge, but with one of brotherhood and atonement.""--From the citation for the 1986 Nobel Peace Prize"
,,,,,12472.0,0.145,,Wool Omnibus,"This Omnibus Edition collects the five Wool books into a single volume. The first Wool story was released as a standalone short in July of 2011. Due to reviewer demand, the rest of the story was released over the next six months. This is the story of mankind clawing for survival, of mankind on the edge. The world outside has grown unkind, the view of it limited, talk of it forbidden. But there are always those who hope, who dream. These are the dangerous people, the residents who infect others with their optimism. Their punishment is simple. They are given the very thing they profess to want: They are allowed outside.Alternate cover for B0071XO8RA"
,,,,,740.0,0.145,,Speaker for the Dead,"Now available in mass market, the revised, definitive edition of the Hugo and Nebula Award-winning classic. In this second book in the saga set 3,000 years after the terrible war, Ender Wiggin is reviled by history as the Xenocide--the destroyer of the alien Buggers. Now, Ender tells the true story of the war and seeks to stop history from repeating itself. ...In the aftermath of his terrible war, Ender Wiggin disappeared, and a powerful voice arose: The Speaker for the Dead, who told the true story of the Bugger War.Now, long years later, a second alien race has been discovered, but again the aliens' ways are strange and frightening...again, humans die. And it is only the Speaker for the Dead, who is also Ender Wiggin the Xenocide, who has the courage to confront the mystery...and the truth.Speaker for the Dead, the second novel in Orson Scott Card's Ender Quintet, is the winner of the 1986 Nebula Award for Best Novel and the 1987 Hugo Award for Best Novel."
,,,,,7350.0,0.143,,The Casual Vacancy,"In the idyllic small town of Pagford, a councillor dies and leaves a ""casual vacancy"" - an empty seat on the Parish Council.In the election for his successor that follows, it is clear that behind the pretty surface this is a town at war. Rich at war with poor, wives at war with husbands, teachers at war with pupils... Pagford is not what it first seems."
,,,,,7975.0,0.142,,"Suffering, Redemption and Triumph: The first wave of post-war Australian immigrants 1945-66","Between 1946 and 1966 large numbers of displaced persons (DPs) came to Australia to escape the horrors of war-torn Europe.Peter BruneÃ¢ÂÂs latest work had its genesis in more than 40 interviews he conducted with DPs in the period 2001Ã¢ÂÂ2022. He spoke to migrants from Latvia, Estonia, Lithuania, Ukraine, Czechoslovakia, Poland, Serbia, Croatia, Slovenia, Germany, the Netherlands, Italy, Greece and Hungary.Inspired by their resilience, their enterprise and their determination to make a new life for themselves in Australia, the author has written about their harrowing war experiences-Ã¢ÂÂdrawing largely on their own wordsÃ¢ÂÂ-their reception in Australia and their first responses to an alien culture. Their subsequent reflections on the journeys they undertook and how they fared here are both moving and revelatory.Peter also analyses the Chifley governmentÃ¢ÂÂs immigration policies, which were driven by Arthur Calwell, and the selection criteria that were applied to assess applicants. Both Chifley and Calwell saw the need for a greater population for economic and security reasons; but they also felt an obligation to alleviate the deprivations suffered by millions of Europeans.Suffering, Redemption and Triumph is an extraordinary exposition of how mass postwar immigration created the modern, multicultural society in which we now live. Peter makes the case that it is one of the most significant periods in the Australian story."
,,,,,1099.0,0.142,,The Complete Tales,"This deluxe volume brings all of Beatrix Potter's twenty-three Peter Rabbit tales and verses together in one book. The texts are complete and unabridged, and all the original illustrations, both colour and black and white, are included. The stories are arranged in the order in which they were first published to enable them to be read in the proper sequence for, although each story stands on its own, several are linked together by events and characters.Beatrix Potter's tales were often connected with real places, people or animals so each story has a brief introductory note about its history. The volume also includes four other works by Beatrix Potter which for one reason or another remained unpublished in her lifetime but show new facets of her talent as an illustrator and storyteller.The world of Beatrix Potter, presented here in its entirety, is as appealing now as when it was first created over one hundred years ago."
,,,,,11680.0,0.141,,"Capital: A Critique of Political Economy, Volume 2","The ""forgotten"" second volume of Capital, Marx's world-shaking analysis of economics, politics, and history, contains the vital discussion of commodity, the cornerstone to Marx's theories."
,,,,,11846.0,0.14,,"Barefoot Gen, Volume Ten: Never Give Up","Cartoonist Keiji Nakazawa was seven years old and living in Hiroshima in the early days of August 1945 when the city was destroyed by an atomic bomb dropped by the United States. Starting a few months before that event, his ten-volume saga Barefoot Gen shows life in Japan after years of war and privations, as seen through the eyes of seven-year-old Gen Nakaoka. As Volume Ten begins, the year is 1953. Now an apprentice sign painter, Gen has become a skilled artist, while his friends run a thriving dressmaking business. Gen falls in love for the first time, but fails to notice that a good friend has been caught in the clutches of drug addiction. Heartbreak and loss await Gen as the atomic bomb continues to wreak havoc on the lives of people in Hiroshima years after the fact. Yet these tragedies also inspire Gen to make the big move to Tokyo to pursue his career as an artist."
