algorithm,elapsed_time,iterations_done,total_iterations,iterations_per_second,book_index,similarity_score,,book_title,recommended_description
,,,,,6195.0,0.359,,A Golden Age,"Set against the backdrop of the Bangladesh War of Independence, A Golden Age is a story of passion and revolution, of hope, faith and unexpected heroism. The first volume in a planned trilogy.As young widow Rehana Haque awakes one March morning, she might be forgiven for feeling happy. Today she will throw a party for her son and daughter. In the garden of the house she has built, her roses are blooming, her children are almost grown, and beyond their doorstep, the city is buzzing with excitement after recent elections. Change is in the air. But none of the guests at Rehana's party can foresee what will happen in the days and months ahead. For this is 1971 in East Pakistan, a country on the brink of war. And this family's life is about to change forever. Set against the backdrop of the Bangladesh War of Independence, A Golden Age is a story of passion and revolution, of hope, faith and unexpected heroism. In the chaos of this era, everyoneÃ¢ÂÂfrom student protesters to the country's leaders, from rickshaw'wallahs to the army's soldiersÃ¢ÂÂmust make choices. And as she struggles to keep her family safe, Rehana will be forced to face a heartbreaking dilemma. This is the first volume of a planned trilogy."
,,,,,1581.0,0.357,,The Iliad / The Odyssey,"Gripping listeners and readers for more than 2,700 years, 'The Iliad' is the story of the Trojan War and the rage of Achilles. Combining the skills of a poet and scholar, Robert Fagles brings the energy of contemporary language to this enduring heroic epic. If 'The Iliad' is the world's greatest war story, then 'The Odyssey' is literature's greatest evocation of every man's journey through life. Here again, Fagles has performed the translator's task magnificently, giving us an Odyssey to read aloud, to savor, and to treasure for its sheer lyrical mastery. Each volume contains a superb introduction with textual and critical commentary by renowned classicist Bernard Knox."
,,,,,5972.0,0.355,,The Sorrow Of War: A Novel of North Vietnam,"Bao Ninh, a former North Vietnamese soldier, provides a strikingly honest look at how the Vietnam War forever changed his life, his country, and the people who live there. Originally published against government wishes in Vietnam because of its non-heroic, non-ideological tone, The Sorrow of War has won worldwide acclaim and become an international bestseller"
,,,,,11192.0,0.354,,Whispers In The Tall Grass,"On his second combat tour, Nick Brokhausen served in Recon Team Habu, CCN. This unit was part of MACV-SOG (Military Assistance Command Vietnam Studies and Observations Group), or Studies and Observations Group as it was innocuously called. The small recon companies that were the center of its activities conducted some of the most dangerous missions of the war, infiltrating areas controlled by the North Vietnamese in Laos, Vietnam, and Cambodia. The companies never exceeded more than 30 Americans, yet they were the best source for the enemy's disposition and were key to the US military being able to take the war to the enemy. This was accomplished by utilizing both new and innovative technology, and tactics dating back to the French and Indian Wars.This small unit racked up one of the most impressive records of awards for valor of any unit in the history of the United States Army. It came at a terrible price, however; the number of wounded and killed in action was incredibly high. Those missions today seem suicidal. In 1970 they seemed equally so, yet these men went out day after day with their indigenous allies - Montagnard tribesmen, Vietnamese, and Chinese Nungs - and faced the challenges with courage and resolve.Whispers in the Tall Grass is the second volume of Nick's riveting memoir of his time with MACV-SOG. Written in the same irreverent, immediate style that made We Fewi a cult classic, he continues his hair-raising adventures behind enemy lines, and movingly conveys the bonds that war creates between soldiers."
,,,,,10711.0,0.351,,"Capital: A Critique of Political Economy, Volume 1","Capital, one of Marx's major and most influential works, was the product of thirty years close study of the capitalist mode of production in England, the most advanced industrial society of his day. This new translation of Volume One, the only volume to be completed and edited by Marx himself, avoids some of the mistakes that have marred earlier versions and seeks to do justice to the literary qualities of the work. The introduction is by Ernest Mandel, author of Late Capitalism, one of the only comprehensive attempts to develop the theoretical legacy of Capital."
,,,,,13241.0,0.346,,Walt Disney's Uncle Scrooge: Only a Poor Old Man,"Since Fantagraphics' first release in this series focused on Donald Duck, it is only right that the second focus on Carl Barks' other great protagonist, and his greatest creation: The miserly, excessively wealthy Scrooge McDuck, whose giant money bin, lucky dime, and constant wrangles with his nemeses the Beagle Boys are well known to and beloved by young and old.This volume starts off with ""Only a Poor Old Man,"" the defining Scrooge yarn (in fact his first big starring story) in which Scrooge's plan to hide his money in a lake goes terribly wrong. Two other long-form classics in this volume include ""Tralla La"" (also known as the bottlecap story) and ""Back to the Klondike,"" in which we meet Scrooge's old gold-digging gal, Glittering Goldie. Each of these three stories is famous enough to have its own lengthy Wikipedia page.Also in this volume are the full-length ""The Secret of Atlantis"" and over two dozen more shorter stories and one-page gags.Newly recolored in a version that combines the warm, friendly, slightly muted feeling of the beloved classic original comic books with state-of-the-art crispness and reproduction quality, the stories are joined by ""Story Notes"" featuring fascinating behind-the-panels essays about the creation of the stories and analyses of their content from Disney and Barks connoisseurs."
,,,,,11675.0,0.343,,A Test of Wills,"In 1919, Scotland Yard Inspector Ian Rutledge remains haunted by World War I, where he was forced to have a soldier executed for refusing to fight. When Rutledge is assigned to investigate a murder involving the military, his emotional war wounds flare. It is a case that strikes dangerously close to home--one that will test Rutledge's precarious grip on his own sanity. A ""Publishers Weekly"" Best Book selection."
,,,,,12251.0,0.342,,Starship Troopers,"The historians canÃ¢ÂÂt seem to settle whether to call this one ""The Third Space War"" (or the fourth), or whether ""The First Interstellar War"" fits it better. We just call it Ã¢ÂÂThe Bug War."" Everything up to then and still later were ""incidents,"" ""patrols,"" or ""police actions."" However, you are just as dead if you buy the farm in an ""incident"" as you are if you buy it in a declared war...In one of Robert A. HeinleinÃ¢ÂÂs most controversial bestsellers, a recruit of the future goes through the toughest boot camp in the UniverseÃ¢ÂÂand into battle with the Terran Mobile Infantry against mankindÃ¢ÂÂs most alarming enemy."
,,,,,12266.0,0.341,,The Heart of Aleppo: A Story of the Syrian Civil War,"#1 Bestseller in Asian-American Literature!Available in paperback, Kindle, and Kindle Unlimited!Winner of the 2019 Independent Press Award From the ashes of the Syrian Civil War comes this story of hope, love, and courage... After standing for over 7,000 years, Aleppo's ruin came overnight.ÃÂ Separated from his family during the night the rebels attacked the city, 13-year-old Zaid Kadir is lost in the middle of a war zone. Alongside his friends, he is forced to survive the dangers of a civil war he does not even fully understand. Zaid witnesses the destruction of the brutal Syrian Civil War as it grows more deadly by the day and rips his city apart. However, as he braves this destruction, as he desperately tries to survive this catastrophe, he discovers something. Zaid realizes that it is in the darkest hours when humanity's spirit of hope burns brightest.
What readers are saying:
""The 
Heart of Aleppo
 does for Syria what 
The Kite Runner
 did for Afghanistan.""""Heart-wrenching, powerful story that portrays heroism and hope under the worst circumstances!""""As a fan of 
The Book Thief,
 I really enjoyed this read.""""Moving tale of how war effects children! I have seen the war reported on the news, but this book really brings it home how it has affected families on a day to day basis."""
,,,,,916.0,0.339,,Testament of Youth,"Much of what we know and feel about the First World War we owe to Vera Brittain's elegiac yet unsparing book, which set a standard for memoirists from Martha Gellhorn to Lillian Hellman. Abandoning her studies at Oxford in 1915 to enlist as a nurse in the armed services, Brittain served in London, in Malta, and on the Western Front. By war's end she had lost virtually everyone she loved. Testament of Youth is both a record of what she lived through and an elegy for a vanished generation. Hailed by the Times Literary Supplement as a book that helped Ã¢ÂÂboth form and define the mood of its time,Ã¢ÂÂ it speaks to any generation that has been irrevocably changed by war."
,,,,,11681.0,0.338,,"Forgotten, Saved, Loved: The Prologue","After the war, many suffered a great loss. It was for a good cause.  But for Alex?  Hardly.   The war has caused Alex to move into the packhouse. No one ever truly knew what she has been through after the war. The pack knows her to be one of the strongest fighters.  And whatÃ¢ÂÂs more, she has to face again another dreaded war, to save someone she hasnÃ¢ÂÂt even metÃ¢ÂÂ¦ yet.  But where did such a brave soul earn her strength?"
,,,,,7290.0,0.338,,War and Peace,"In Russia's struggle with Napoleon, Tolstoy saw a tragedy that involved all mankind. War and Peace broadly focuses on NapoleonÃ¢ÂÂs invasion of Russia in 1812 and follows three of the most well-known characters in literature: Pierre Bezukhov, the illegitimate son of a count who is fighting for his inheritance and yearning for spiritual fulfillment; Prince Andrei Bolkonsky, who leaves his family behind to fight in the war against Napoleon; and Natasha Rostov, the beautiful young daughter of a nobleman who intrigues both men.As NapoleonÃ¢ÂÂs army invades, Tolstoy brilliantly follows characters from diverse backgroundsÃ¢ÂÂpeasants and nobility, civilians and soldiersÃ¢ÂÂas they struggle with the problems unique to their era, their history, and their culture. And as the novel progresses, these characters transcend their specificity, becoming some of the most movingÃ¢ÂÂand humanÃ¢ÂÂfigures in world literature.Tolstoy gave his personal approval to this translation, published here in a new single volume edition, which includes an introduction by Henry Gifford, and Tolstoy's important essay `Some Words about War and Peace'."
,,,,,5812.0,0.337,,Matterhorn,"A big, powerful saga of men in combat, written over the course of thirty-five years by a highly decorated Vietnam veteran.Intense, powerful, and compelling, Matterhorn is an epic war novel in the tradition of Norman Mailer's The Naked and the Dead and James Jones's The Thin Red Line. It is the timeless story of a young Marine lieutenant, Waino Mellas, and his comrades in Bravo Company, who are dropped into the mountain jungle of Vietnam as boys and forced to fight their way into manhood. Standing in their way are not merely the North Vietnamese but also monsoon rain and mud, leeches and tigers, disease and malnutrition. Almost as daunting, it turns out, are the obstacles they discover between each other: racial tension, competing ambitions, and duplicitous superior officers. But when the company finds itself surrounded and outnumbered by a massive enemy regiment, the Marines are thrust into the raw and all-consuming terror of combat. The experience will change them forever.Written over the course of thirty years by a highly decorated Vietnam veteran, Matterhorn is a visceral and spellbinding novel about what it is like to be a young man at war. It is an unforgettable novel that transforms the tragedy of Vietnam into a powerful and universal story of courage, camaraderie, and sacrifice: a parable not only of the war in Vietnam but of all war, and a testament to the redemptive power of literature.A graduate of Yale University and a Rhodes Scholar at Oxford University, Karl Marlantes served as a Marine in Vietnam, where he was awarded the Navy Cross, the Bronze Star, two Navy Commendation Medals for valor, two Purple Hearts, and ten air medals. This is his first novel. He lives in rural Washington State."
,,,,,7068.0,0.337,,"The Bomber Mafia: A Dream, a Temptation, and the Longest Night of the Second World War","An exploration of how technology and best intentions collide in the heat of warA New York Times Book Review EditorsÃ¢ÂÂ ChoiceIn The Bomber Mafia, Malcolm Gladwell weaves together the stories of a Dutch genius and his homemade computer, a band of brothers in central Alabama, a British psychopath, and pyromaniacal chemists at Harvard to examine one of the greatest moral challenges in modern American history. Most military thinkers in the years leading up to World War II saw the airplane as an afterthought. But a small band of idealistic strategists, the Ã¢ÂÂBomber Mafia,Ã¢ÂÂ asked: What if precision bombing could cripple the enemy and make war far less lethal?  In contrast, the bombing of Tokyo on the deadliest night of the war was the brainchild of General Curtis LeMay, whose brutal pragmatism and scorched-earth tactics in Japan cost thousands of civilian lives, but may have spared even more by averting a planned US invasion. In The Bomber Mafia, Gladwell asks, Ã¢ÂÂWas it worth it?Ã¢ÂÂ Things might have gone differently had LeMayÃ¢ÂÂs predecessor, General Haywood Hansell, remained in charge. Hansell believed in precision bombing, but when he and Curtis LeMay squared off for a leadership handover in the jungles of Guam, LeMay emerged victorious, leading to the darkest night of World War II. The Bomber Mafia is a riveting tale of persistence, innovation, and the incalculable wages of war."
,,,,,2093.0,0.336,,Churchill: Walking with Destiny,"A landmark reconsideration of the iconoclastic war leader, based on extensive new material, from private letters to war cabinet meetings, by the bestselling, award-winning author of Napoleon and The Storm of War.When we seek an example of unalloyed courage, the man who comes to mind is Winston Churchill: the visionary leader, immune from the consensus of the day, who stood firmly for his beliefs when everyone doubted him. But how did young Winston become Churchill? What gave him the strength to take on the superior force of Nazi Germany when bombs rained on London and so many others had caved? In The Storm of War, Andrew Roberts gave us a tantalizing glimpse of Churchill the war leader. Now, at last, we have the full and definitive biography, as personally revealing as it is compulsively readable, about one of the great leaders of all time.Roberts was granted exclusive access to extensive new material: the transcripts of war cabinet meetings - the equivalent of the Nixon and JFK tapes - diaries, letters, unpublished memoirs, and detailed notes taken by the king after their bi-weekly meetings. Having read every one of Churchill's letters, including deeply personal ones that Churchill's son Randolph had previously chosen to withhold, and spoken to more than one hundred people who knew or worked with him, Roberts identifies the hidden forces fueling Churchill's drive. Churchill put his faith in the British Empire and fought as hard to preserve it as he did to defend London. Having started his career in India and South Africa, he understood better than most idealists how hard it can be to pacify reluctant people far from home.We think of Churchill as a hero of the age of mechanized warfare, but Roberts's masterwork reveals that he has as much to teach us about the challenges we face today and the fundamental values of courage, tenacity, leadership, and moral conviction."
,,,,,7064.0,0.334,,The Coldest Winter: America and the Korean War,"""In a grand gesture of reclamation & remembrance, Mr Halberstam has brought the war back home.""--NY Times Halberstam's magisterial & thrilling The Best & the Brightest was a defining book about the Vietnam conflict. More than three decades later, he used his research & journalistic skills to shed light on another pivotal moment in our history: the Korean War. He considered The Coldest Winter his most accomplished work, the culmination of 45 years of writing about America's postwar foreign policy. He gives a masterful narrative of the political decisions & miscalculations on both sides. He charts the disastrous path that led to the massive entry of Chinese forces near the Yalu River & that caught Douglas MacArthur & his soldiers by surprise. He provides vivid & nuanced portraits of all the major figures-Eisenhower, Truman, Acheson, Kim, & Mao, & Generals MacArthur, Almond & Ridgway. At the same time, he provides us with his trademark highly evocative narrative journalism, chronicling the crucial battles with reportage of the highest order. As ever, he was concerned with the extraordinary courage & resolve of people asked to bear an extraordinary burden. The Coldest Winter is contemporary history in its most literary & luminescent form, providing crucial perspective on every war America has been involved in since. It's a book that Halberstam first decided to write over 30 years ago that took him nearly a decade to complete. It stands as a lasting testament to one of the greatest journalists & historians of our time, & to the fighting men whose heroism it chronicles."
,,,,,9105.0,0.333,,"Autobiography of Mark Twain: Volume 1, Reader's Edition","This ReaderÃ¢ÂÂs Edition, a portable paperback in larger type, republishes the text of the New York Times bestselling hardcover Autobiography in a form that is convenient for the general reader, without the editorial explanatory notes. It includes a brief introduction describing the evolution of Mark TwainÃ¢ÂÂs ideas about writing his autobiography, as well as a chronology of his life, brief family biographies, and an excerpt from the forthcoming Autobiography of Mark Twain, Volume 2Ã¢ÂÂa controversial but characteristically humorous attack on Christian doctrine.The year 2010 marked the 100th anniversary of Mark TwainÃ¢ÂÂs death. In celebration of this important milestone and in honor of the cherished tradition of publishing Mark TwainÃ¢ÂÂs works, UC Press published Autobiography of Mark Twain, Volume 1, the first of a projected three-volume edition of the complete, uncensored autobiography. The book became an immediate bestseller and was hailed as the capstone of the lifeÃ¢ÂÂs work of AmericaÃ¢ÂÂs favorite author.Read an excerpt here: Autobiography of Mark Twain, Volume 1:The Complete and Authoritative Edition by Mark Twain by University of California Press"
,,,,,12402.0,0.332,,Plato: Complete Works,"Outstanding translations by leading contemporary scholars--many commissioned especially for this volume--are presented here in the first single edition to include the entire surviving corpus of works attributed to Plato in antiquity. In his introductory essay, John Cooper explains the presentation of these works, discusses questions concerning the chronology of their composition, comments on the dialogue form in which Plato wrote, and offers guidance on approaching the reading and study of Plato's works. Also included are concise introductions by Cooper and Hutchinson to each translation, meticulous annotation designed to serve both scholar and general reader, and a comprehensive index. This handsome volume offers fine paper and a high-quality Smyth-sewn cloth binding in a sturdy, elegant edition."
,,,,,740.0,0.332,,Speaker for the Dead,"Now available in mass market, the revised, definitive edition of the Hugo and Nebula Award-winning classic. In this second book in the saga set 3,000 years after the terrible war, Ender Wiggin is reviled by history as the Xenocide--the destroyer of the alien Buggers. Now, Ender tells the true story of the war and seeks to stop history from repeating itself. ...In the aftermath of his terrible war, Ender Wiggin disappeared, and a powerful voice arose: The Speaker for the Dead, who told the true story of the Bugger War.Now, long years later, a second alien race has been discovered, but again the aliens' ways are strange and frightening...again, humans die. And it is only the Speaker for the Dead, who is also Ender Wiggin the Xenocide, who has the courage to confront the mystery...and the truth.Speaker for the Dead, the second novel in Orson Scott Card's Ender Quintet, is the winner of the 1986 Nebula Award for Best Novel and the 1987 Hugo Award for Best Novel."
,,,,,141.0,0.326,,Homage to Catalonia,In 1936 George Orwell travelled to Spain to report on the Civil War and instead joined the fight against the Fascists. This famous account describes the war and OrwellÃ¢ÂÂs own experiences. Introduction by Lionel Trilling.
,,,,,9385.0,0.323,,The Shadow of the Torturer,"The Shadow of the Torturer is the first volume in the four-volume series, The Book of the New Sun. It is the tale of young Severian, an apprentice in the Guild of Torturers on the world called Urth, exiled for committing the ultimate sin of his profession - showing mercy toward his victim - and follows his subsequent journey out of his home city of Nessus."
,,,,,7753.0,0.322,,"Liar, Temptress, Soldier, Spy: Four Women Undercover in the Civil War","Karen Abbott, the New York Times bestselling author of Sin in the Second City, tells the spellbinding true story of four women who risked everything to become spies during the Civil War. Karen Abbott illuminates one of the most fascinating yet little known aspects of the Civil War: the stories of four courageous womenÃ¢ÂÂa socialite, a farmgirl, an abolitionist, and a widowÃ¢ÂÂwho were spies. After shooting a Union soldier in her front hall with a pocket pistol, Belle Boyd became a courier and spy for the Confederate army, using her charms to seduce men on both sides. Emma Edmonds cut off her hair and assumed the identity of a man to enlist as a Union private, witnessing the bloodiest battles of the Civil War. The beautiful widow, Rose OÃ¢ÂÂNeale Greenhow, engaged in affairs with powerful Northern politicians to gather intelligence for the Confederacy, and used her young daughter to send information to Southern generals. Elizabeth Van Lew, a wealthy Richmond abolitionist, hid behind her proper Southern manners as she orchestrated a far-reaching espionage ring, right under the noses of suspicious rebel detectives. Using a wealth of primary source material and interviews with the spiesÃ¢ÂÂ descendants, Abbott seamlessly weaves the adventures of these four heroines throughout the tumultuous years of the war. With a cast of real-life characters including Walt Whitman, Nathaniel Hawthorne, General Stonewall Jackson, detective Allan Pinkerton, Abraham and Mary Todd Lincoln, and Emperor Napoleon III, Liar, Temptress, Soldier, Spy draws you into the war as these daring women lived it. Liar, Temptress, Soldier, Spy contains 39 black & white photos and 3 maps."
,,,,,9327.0,0.322,,When You Come Home,"The war claimed Daphne KelleyÃ¢ÂÂs young husbandÃ¢ÂÂs life, but it couldnÃ¢ÂÂt keep Raymond Ã¢ÂÂ and his abiding love Ã¢ÂÂ from being with her when she needed him most.First told in Tom BrokawÃ¢ÂÂs landmark bestseller, The Greatest Generation , Daphne and Raymond Kelley's story provides what New York Times book reviewer Michael Lind called, Ã¢ÂÂperhaps the most compellingÃ¢ÂÂ love story in BrokawÃ¢ÂÂs book.Taking its title from a poem newlywed Daphne sent her soldier-husband during World War II, When You Come Home tells of their young love in the heartland at the brink of war, and of the crushing uncertainty and fear as they find themselves a world apart. When her poem comes back to Daphne Ã¢ÂÂ blood-stained by RaymondÃ¢ÂÂs mortal wounds Ã¢ÂÂ she accepts the loss. And yet, through her pain, the grieving young widow finds that her faith provides hope and healing amidst the wounds of war."
,,,,,2104.0,0.32,,Corelli's Mandolin,"Captain CorelliÃ¢ÂÂs Mandolin is set in the early days of the second world war, before Benito Mussolini invaded Greece. Dr Iannis practices medicine on the island of Cephalonia, accompanied by his daughter, Pelagia, to whom he imparts much of his healing art. Even when the Italians do invade, life isnÃ¢ÂÂt so badÃ¢ÂÂat first anyway. The officer in command of the Italian garrison is the cultured Captain Antonio Corelli, who responds to a Nazi greeting of Ã¢ÂÂHeil HitlerÃ¢ÂÂ with his own Ã¢ÂÂHeil PucciniÃ¢ÂÂ, and whose most precious possession is his mandolin. It isn't long before Corelli and Pelagia are involved in a heated affair--despite her engagement to a young fisherman, Mandras, who has gone off to join Greek partisans. Love is complicated enough in wartime, even when the lovers are on the same side. And for Corelli and Pelagia, it becomes increasingly difficult to negotiate the minefield of allegiances, both personal and political, as all around them atrocities mount, former friends become enemies and the ugliness of war infects everyone it touches. British author Louis de BerniÃÂ¨res is well known for his forays into magical realism in such novels as The War of Don Emmanuel's Nether Parts, SeÃÂ±or Vivo and the Coca Lord and The Troublesome Offspring of Cardinal Guzman. Here he keeps it to a minimum, though certainly the secondary characters with whom he populates his islandÃ¢ÂÂthe drunken priest, the strongman, the fisherman who swims with dolphinsÃ¢ÂÂwould be at home in any of his wildly imaginative Latin American fictions. Instead, de BerniÃÂ¨res seems interested in dissecting the nature of history as he tells his ever-darkening tale from many different perspectives. Captain CorelliÃ¢ÂÂs Mandolin works on many levels, as a love story, a war story and a deconstruction of just what determines the facts that make it into the history books."
,,,,,9779.0,0.319,,Vietnam - The Teenage Wasteland,"It is common knowledge that 58,000 young men and women died in Vietnam. What is not commonly known is what it was like there for these people who spent the rest of their lives in this for-boding place. And more importantly what did they really die for?Another peculiarity is what happened to all the hipies that the Dept. of Defense sent off to the killing fields - how did they fare? Did they fight or were they just being flower children in a combat zone.Tom Martiniano answers all questions you have ever had about vietnam in this rapid-paced page-turner. Learn the real stories of vietnam in this thrilling tale."
,,,,,8136.0,0.318,,How I Live Now,"""Every war has turning points and every person too.""Fifteen-year-old Daisy is sent from Manhattan to England to visit her aunt and cousins she's never met: three boys near her age, and their little sister. Her aunt goes away on business soon after Daisy arrives. The next day bombs go off as London is attacked and occupied by an unnamed enemy.As power fails, and systems fail, the farm becomes more isolated. Despite the war, it's a kind of Eden, with no adults in charge and no rules, a place where Daisy's uncanny bond with her cousins grows into something rare and extraordinary. But the war is everywhere, and Daisy and her cousins must lead each other into a world that is unknown in the scariest, most elemental way.A riveting and astonishing story."
,,,,,11736.0,0.318,,Khrushchev: The Man and His Era,"The definitive biography of the mercurial Soviet leader who succeeded and denounced Stalin. Nikita Khrushchev was one of the most complex and important political figures of the twentieth century. Ruler of the Soviet Union during the first decade after Stalin's death, Khrushchev left a contradictory stamp on his country and on the world. His life and career mirror the Soviet experience: revolution, civil war, famine, collectivization, industrialization, terror, world war, cold war, Stalinism, post-Stalinism. Complicit in terrible Stalinist crimes, Khrushchev nevertheless retained his humanity: his daring attempt to reform communism prepared the ground for its eventual collapse; and his awkward efforts to ease the cold war triggered its most dangerous crises.This is the first comprehensive biography of Khrushchev and the first of any Soviet leader to reflect the full range of sources that have become available since the USSR collapsed. Combining a page-turning historical narrative with penetrating political and psychological analysis, this book brims with the life and excitement of a man whose story personified his era."
,,,,,1810.0,0.317,,Public Information,"Freshly minted infantryman, twenty-year-old Wylie Cypher, arrives in war torn Korea in 1952. Every indication is that he has limited chances for survival. As an enemy bomber looms overhead, he prays that he can survive a sixteen-month tour of duty without, as his sergeant says, getting his ass shot off.Wylie is recruited to join the staff of a Division Public Information Office (PIO) where he reports on many aspects of the conflict. He uses his infantry training in bloody combat, makes many colorful new friends, learns how to maneuver through the military system, finds love and loss, and grows up in the turmoil of combat and the warÃ¢ÂÂs aftermath.Veterans have hailed the story as accurate, believable, touching, funny, and Ã¢ÂÂthe way it really was.Ã¢ÂÂ The story is based on the authorÃ¢ÂÂs experiences, careful historical research, and the 300 letters he sent his future wife from Korea. He touches on prisoner of war experiences on both sides of the DMZ, the armistice, realistic scenes of combat, the many United Nations forces engaged in the war, and poignant and funny aspects of military service. The second edition of the book includes recently disclosed information, and scenes and observations drawn from the comments of many veteran readers. The book is dedicated to the dwindling number of men and women who risked their lives to preserve democracy in South Korea."
